Title;|=*?*=|ProjectId;|=*?*=|MainProjectId;|=*?*=|ShortDescription;|=*?*=|Outcome;|=*?*=|DeveloperName;|=*?*=|DemoLink;|=*?*=|GitHubLink;|=*?*=|ShowItem;|=*?*=|ShowProgressBar;|=*?*=|PriorityCalculation;|=*?*=|HasDemo;|=*?*=|PriorityNumber;|=*?*=|Impact;|=*?*=|Urgency;|=*?*=|EaseOffSuccess;|=*?*=|PersonalPreference;|=*?*=|Progress;|=*?*=|TotalHours;|=*?*=|TheoreticalHours;|=*?*=|PracticalHours;|=*?*=|GeneralHours;|=*?*=|DateCreated;|=*?*=|DateDoing;|=*?*=|DateDone;|=*?*=|ProjectStatus;|=*?*=|Challenges;|=*?*=|FutureAdditions;|=*?*=|TimeUnitsPutIn;|=*?*=|SubProjectIds
Microsoft Azure fundamentals (AZ-900);|=*?*=|b4acbdc1-00c1-4bd4-b1d6-12e7a07a2e02;|=*?*=|b77c6e31-5719-4671-8a49-62167a3e2106;|=*?*=|Een introductie cursus over Azure.;|=*?*=|Na deze cursus heb je een eerste indruk hoe Azure werkt en hoe de services aan elkaar gelinkt zitten.;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|10000;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|100;|=*?*=|14;|=*?*=|7;|=*?*=|7;|=*?*=|0;|=*?*=|26/08/2020 11:02:23 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|2;|=*?*=|Azure Active Directory|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Azure regio's|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Hybrid Cloud|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Multi Factor Authenticatie|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Private Cloud|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Public Cloud|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Role based acces control|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Security, Privacy, Compliance en Vertrouwen|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Service typen als IaaS, PaaS, SaaS|=*&*=||=*!*=|No solution suggestion yet.;|=*?*=|;|=*?*=|c29212f5-58ec-488b-8065-0db8de0a6c8a|=*!*=|bec246eb-aa50-4af9-9bc3-f7cd006a6aae;|=*?*=|
Microsoft introduction to programming (M10975);|=*?*=|c76356b7-1381-4f6a-a7db-cc2759457443;|=*?*=|b77c6e31-5719-4671-8a49-62167a3e2106;|=*?*=|Een introductie op programmeren met name in C#.;|=*?*=|Ik heb een basis gekregen in programmeren en heb gezien hoe debugging werkt en ik problemen kan analiseren.;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|10000;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|100;|=*?*=|21;|=*?*=|14;|=*?*=|7;|=*?*=|0;|=*?*=|12/07/2020 11:01:37 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|2;|=*?*=|Basis principen van Object Oriented Programming|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Data collecties|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Data manipulatie|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Debuggen|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Don't Repeat Yourself|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Inheritance|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Maintainability|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Productivity|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Reusability|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Starten met Visual Studio|=*&*=||=*!*=|No solution suggestion yet.;|=*?*=|;|=*?*=|423b03df-aff9-4256-9357-84b08f03ceba|=*!*=|b80cd0a4-74c0-4f64-a92f-958c8529c3dc;|=*?*=|
Microsoft Office 365 gebruikers training;|=*?*=|64f4f7af-3f35-424b-9e61-64c952ae427a;|=*?*=|b77c6e31-5719-4671-8a49-62167a3e2106;|=*?*=|Een cursus waarme je leert omgaan met de enterpise applicaties van Microsoft;|=*?*=|Na deze cursus heb je een goede indruk hoe de Enterprise applicaties werken en hoe het samen werken gaat in Office 365.;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|10000;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|100;|=*?*=|7;|=*?*=|0;|=*?*=|7;|=*?*=|0;|=*?*=|12/05/2020 11:54:26 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|2;|=*?*=|Excel Web App|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|OneDrive|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Outlook Web App|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|PowerPoint Web App|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Share point|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Teams|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Word Web App|=*&*=||=*!*=|No solution suggestion yet.;|=*?*=|;|=*?*=|edbc2f8a-e57d-42e4-819a-45262810fda6;|=*?*=|
Microsoft Programming in C# (M20843);|=*?*=|85980512-a049-4d58-944b-bd0891653909;|=*?*=|b77c6e31-5719-4671-8a49-62167a3e2106;|=*?*=|Het ontwikkelen van de kennis om windows applicaties te maken.;|=*?*=|In deze cursus heb ik een hoop gezien en geleerd over het programmeren in C#.;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|10000;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|100;|=*?*=|35;|=*?*=|21;|=*?*=|14;|=*?*=|0;|=*?*=|30/08/2020 11:04:34 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|2;|=*?*=|Abstract classes|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Casting|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Data transport met JSON en XML|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Debugging|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Entity Framework|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Extension methods|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|I/O Opperations|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Inheritance|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Instantiated Classes|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Interfaces|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Linq / Lambdas|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Static classes|=*&*=||=*!*=|No solution suggestion yet.;|=*?*=|;|=*?*=|374d68f9-f129-45bf-91f5-74ca38813133|=*!*=|9493ddd7-7188-4eab-9547-820f80fe4db4;|=*?*=|
Microsoft Programming in HTML5 with JavaScript and CSS (M20480);|=*?*=|199e9652-8025-4a5c-a12f-58b43a8fae54;|=*?*=|b77c6e31-5719-4671-8a49-62167a3e2106;|=*?*=|Een cursus om te leren hoe HTML5, CSS en JavaScript samen werken;|=*?*=|Na het volgen van deze cursus heb ik inzicht in hoe een web applicatie in elkaar steekt qua verdeling;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|10000;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|100;|=*?*=|35;|=*?*=|21;|=*?*=|14;|=*?*=|0;|=*?*=|06/09/2020 12:16:27 PM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|2;|=*?*=|API's|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|CSS3 implementatie|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Data verwerking met JavaScript|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Document Object Model|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|HTML Elementen|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Toevoegen en modificeren HTML elementen|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Verwerking van JSON en XML informatie|=*&*=||=*!*=|No solution suggestion yet.;|=*?*=|;|=*?*=|9d34fa29-f502-4fad-b774-46af6b445a82|=*!*=|7026bc32-eb3b-476e-a4d3-cb5f5800941d;|=*?*=|
Microsoft Windows 10 (MD-100);|=*?*=|0ec41028-f04d-4df5-a1ab-8dd5d9b16718;|=*?*=|b77c6e31-5719-4671-8a49-62167a3e2106;|=*?*=|Een cursus om te leren wat het inhoud om windows 10 te beheren en te onderhouden voor een bedrijf.;|=*?*=|Na deze week cursus heb je een goede indruk hoe systeem beheer werkt in Windows 10 en Azure.;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|10000;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|100;|=*?*=|35;|=*?*=|25;|=*?*=|10;|=*?*=|0;|=*?*=|21/06/2020 12:06:38 PM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|2;|=*?*=|Disk and Folder management|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Group Policies|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|IP adress binaire calculatie|=*&*=||=*!*=|http://kernelpokenic.blogspot.com/2011/11/subnetting-ipv4-primer.html|=*$*=|OSI Model|=*&*=||=*!*=|https://www.guru99.com/layers-of-osi-model.html|=*$*=|Power Shell|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Rules management|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Subnetting|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Systeem cloning|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Systeem migratie|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Windows 10 remote deploy|=*&*=||=*!*=|No solution suggestion yet.;|=*?*=|;|=*?*=|9bf17fbc-ebe1-4a7e-a16b-9f827d452fe7|=*!*=|bc3014b2-752e-48f0-b760-d91d187c5a87;|=*?*=|
MySQL Server;|=*?*=|d0e06c99-7936-412b-869b-4c97e97d077b;|=*?*=|9975f6fd-ffcb-419f-accf-2e4065fc80c9;|=*?*=|MySQL server starten op een Ubuntu Server;|=*?*=|Remote en locale toegang tot een MySQL database;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|9353;|=*?*=|9;|=*?*=|6;|=*?*=|4;|=*?*=|3;|=*?*=|50;|=*?*=|5;|=*?*=|0;|=*?*=|5;|=*?*=|0;|=*?*=|01/11/2021 11:39:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|1;|=*?*=|Connecting with workbench|=*&*=||=*!*=| 			https://www.digitalocean.com/community/tutorials/how-to-allow-remote-access-to-mysql|=*!*=|1. Add connection|=*!*=|2. Connection method: ssh|=*!*=|3. HostName:	"10.0.0.1:22"|=*!*=|4. SSH Username : "SSH User Name"|=*!*=|5. SSH password : "SSH Password"|=*!*=|6. MySQL HostName : localhost|=*!*=|7. MySQL username: "test"|=*!*=|8. MySQL Password: "Pa$$w.rd"|=*!*=|9. Connection should work now|=*$*=|Create MySQL User|=*&*=||=*!*=|1. In Command line type:  sudo mysql|=*!*=|2.  		CREATE USER 'test'@'localhost' IDENTIFIED BY 'Pa$$w.rd';|=*!*=|3.  		GRANT CREATE, ALTER, DROP, INSERT, UPDATE, DELETE, SELECT, REFERENCES, RELOAD on *.* TO 'test'@'localhost' WITH GRANT OPTION;|=*!*=|4. FLUSH PRIVILEGES;|=*!*=|5. exit	|=*$*=|Enable remote access|=*&*=||=*!*=|1. sudo nano /etc/mysql/mysql.conf.d/mysqld.cnf|=*!*=|2. Find 'bind-adress' set it to 0.0.0.0 (maybe server own IP)|=*!*=|3. sudo systemctl restart mysql|=*!*=|4. sudo systemctl restart mysql|=*!*=|5. Create a user in MySQL  (See Create MySQL user)|=*!*=|6. sudo ufw allow from remote_IP_address to any port "Port number here ""default 3306"|=*$*=|Install MySQL|=*&*=||=*!*=|1. sudo apt update|=*!*=|2. sudo apt upgrade|=*!*=|3. sudo apt install mysql-server|=*!*=|4. mysql --version|=*!*=|5. sudo mysql_secure_installation|=*!*=|6. sudo systemctl status mysql|=*!*=|https://phoenixnap.com/kb/install-mysql-ubuntu-20-04	|=*$*=|Show MySQL users|=*&*=||=*!*=|https://alvinalexander.com/blog/post/mysql/show-users-i-ve-created-in-mysql-database/|=*!*=|SELECT host, user FROM mysql.user;|=*$*=|Uninstall MySQL|=*&*=||=*!*=|1. sudo apt purge mysql-server*|=*!*=|2. ls /etc/mysql|=*!*=|3. sudo ls /var/lib/mysql|=*!*=|4. sudo rm -r /etc/mysql/ /var/lib/mysql|=*!*=|5. sudo rm -r /var/log/mysql|=*!*=|6. sudo apt autoremove|=*!*=|7. MySQL is removed now;|=*?*=|;|=*?*=|2262ce04-89c8-4e8e-a491-4ab1cac70a70;|=*?*=|
Ontwerp en ontwikkeling van informatiesystemen;|=*?*=|1c7b5a6a-fdb3-4c2c-8654-2c002dc1d7a4;|=*?*=|4548ea05-efb3-46e8-a153-169d7f7fca06;|=*?*=|Een vak waarbij geleerd wordt wat er allemaal bij het ontwerpen en ontwikkelen van een informatie systeem komt kijken.;|=*?*=|;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|10000;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|1;|=*?*=|0;|=*?*=|154;|=*?*=|154;|=*?*=|0;|=*?*=|0;|=*?*=|17/03/2021 05:36:40 PM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|1;|=*?*=|;|=*?*=|;|=*?*=|963431de-4792-4c9c-aa4f-be856c425876|=*!*=|528392ad-e983-4150-bf2c-6b9112e69141;|=*?*=|
PHP Projecten;|=*?*=|4d7906ba-f5a9-41d7-8952-4e2c03370345;|=*?*=|8d631d32-421e-4733-980a-48e05dc1a874;|=*?*=|Dit zijn projecten die door middel van PHP code tot stand zijn gekomen;|=*?*=|Werkende project uitkomsten die toepasbaar zijn in een omgeving waar PHP gebruikt wordt zoals WordPress.;|=*?*=|Victor Looren de Jong, Steven Woudenberg;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|8501;|=*?*=|10;|=*?*=|10;|=*?*=|3;|=*?*=|5;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|22/10/2021 11:36:17 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|0;|=*?*=|;|=*?*=|;|=*?*=|;|=*?*=|d67304d0-5749-4510-9795-70dc2cf5ea1e
Portfolio;|=*?*=|92fb1ea2-3f52-4c85-991c-471287a596d7;|=*?*=|8283f3c2-424f-4b3c-b094-67c41d4337fa;|=*?*=|Een pagina om weer te geven wat mijn kennis is en wie ik ben.;|=*?*=|Het inzicht geven van hoe het programmeren mij bezig houd en hoe serieus ik er in ben.;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|6001;|=*?*=|10;|=*?*=|10;|=*?*=|4;|=*?*=|10;|=*?*=|0;|=*?*=|106;|=*?*=|0;|=*?*=|89;|=*?*=|17;|=*?*=|07/10/2021 05:49:35 PM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|1;|=*?*=|;|=*?*=|;|=*?*=|55d4145b-0627-41a0-9ee7-fc9175093e3d|=*!*=|26e1ccc7-53fd-461c-9754-8a2598234d43|=*!*=|26bd2e08-fde2-4746-bc83-40013e9d40e0;|=*?*=|204a99f4-e04d-436b-811f-636f80a4e201
Portfolio MVP;|=*?*=|204a99f4-e04d-436b-811f-636f80a4e201;|=*?*=|92fb1ea2-3f52-4c85-991c-471287a596d7;|=*?*=|Een pagina om inzichtelijk te maken waar ik mee bezig ben en wat ik kan en heb geleerd.;|=*?*=|  Een website die weergeeft wat ik doe, hoe ik het doe en waar ik heen wil.  Een website die weergeeft wat ik doe, hoe ik het doe en waar ik heen wil.  Een website die weergeeft wat ik doe, hoe ik het doe en waar ik heen wil.  Een website die weergeeft wat ik doe, hoe ik het doe en waar ik heen wil.  Een website die weergeeft wat ik doe, hoe ik het doe en waar ik heen wil.  Een website die weergeeft wat ik doe, hoe ik het doe en waar ik heen wil.  Een website die weergeeft wat ik doe, hoe ik het doe en waar ik heen wil.  Een website die weergeeft wat ik doe, hoe ik het doe en waar ik heen wil.  Een website die weergeeft wat ik doe, hoe ik het doe en waar ik heen wil.  Een website die weergeeft wat ik doe, hoe ik het doe en waar ik heen wil.  Een website die weergeeft wat ik doe, hoe ik het doe en waar ik heen wil.  Een website die weergeeft wat ik doe, hoe ik het doe en waar ik heen wil.;|=*?*=|Victor Looren de Jong;|=*?*=|https://localhost:44348/?fromdemolink=true;|=*?*=|GitHubLogo;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|True;|=*?*=|5001;|=*?*=|10;|=*?*=|10;|=*?*=|5;|=*?*=|10;|=*?*=|50;|=*?*=|100;|=*?*=|0;|=*?*=|89;|=*?*=|11;|=*?*=|05/10/2021 03:37:10 PM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|1;|=*?*=|Create a list per project with all relevant sub projects|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Create a side menu in razor pages|=*&*=||=*!*=|	 https://startbootstrap.com/template/simple-sidebarhttps://startbootstrap.com/template/simple-sidebar|=*!*=|Neem uit het gedownloade bestand het menu over uit de web pagina|=*$*=|Dubbele entries uit data collectie halen|=*&*=||=*!*=|var distinctItems = items.GroupBy(x => x.Id).Select(y => y.First());|=*$*=|Informatie verzenden naar volgende pagina|=*&*=||=*!*=|Example: <a asp-action="Edit" asp-route-id="10" asp-route-foo="bar">Edit</a>;|=*?*=|;|=*?*=|8b4ddc1f-eb3a-4323-98f6-3e782515ea63|=*!*=|e9862192-0206-41fe-b32d-3a47a2798aa4|=*!*=|93c12604-3f79-49ea-85cb-b40dec50ce32|=*!*=|87210da8-26e5-4c05-bdad-f4c296def048|=*!*=|bbf397ec-4440-47c9-8e8d-a9c075cd1245|=*!*=|2d41bbc9-3d38-4a8a-baa8-84ea23ba46b9|=*!*=|049319e3-56d4-42ac-abf7-06bba75cdd05|=*!*=|f12b4fdb-c535-4634-8f55-8f38288f118d|=*!*=|9aa44f66-375c-4254-8748-6f1f67e8e6b5|=*!*=|288a09a2-4244-425a-93dc-d929fa92cf47|=*!*=|c5807d6a-e85e-4480-be01-a319152250dc|=*!*=|27e9cff3-78ea-4819-b2f1-e096f97894e8|=*!*=|40f3b8b4-48ac-4e8d-901e-9f6b152b98e4|=*!*=|7445d336-a330-4cae-a36e-0d46a6736f68|=*!*=|828c392c-1f57-49b4-9a2b-e0ced7a2023d|=*!*=|a7b396bc-815a-4bf0-b809-59051b2092dc|=*!*=|0ee35852-31df-47c7-b383-c7e0f98779a7|=*!*=|fa4b9c9d-edac-4c70-9a80-12c303db6b53|=*!*=|f5ca4ef7-0b03-4fbe-84d4-21da3ace97a3|=*!*=|108c872d-d886-479f-9496-cfde63e07b4d|=*!*=|9f4ea38f-d1a2-44dd-893e-83cfb96a0e1d|=*!*=|9ca84961-c829-4ea8-8852-94ca42566a8a|=*!*=|c7fd3b0c-835b-46a5-acb6-f5d35f5abc6d|=*!*=|7322f73f-0ede-46ca-8806-761a504516b3|=*!*=|81f83642-95ae-4b2c-9a05-a6a5d55e70fe|=*!*=|97a33d9c-779f-440f-8dc0-6f1da55ea0f3|=*!*=|20140689-da31-4caa-b238-0e73c76ecef8|=*!*=|e58e0556-cbbb-4a1d-bb68-f03de51ad191|=*!*=|3bede8bf-5b65-44ff-afb1-f76fbdc7c37d|=*!*=|d561b6c8-e75e-441a-8cc3-cd5b6126f83e|=*!*=|32e243c8-68b2-45b3-80e1-3021f92c314d;|=*?*=|
Proffesionale communicatie;|=*?*=|35ed4ddd-d06d-476c-9482-64a5b4106583;|=*?*=|4548ea05-efb3-46e8-a153-169d7f7fca06;|=*?*=|Het leren van effectieve communicatie en hoe mensen er op reageren.;|=*?*=|Effectiever communiceren met mijn omgeving;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|9749;|=*?*=|3;|=*?*=|2;|=*?*=|7;|=*?*=|6;|=*?*=|0;|=*?*=|37;|=*?*=|37;|=*?*=|0;|=*?*=|0;|=*?*=|06/02/2021 04:25:55 PM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|1;|=*?*=|;|=*?*=|;|=*?*=|0b8c7ffb-ee05-496a-99b0-12b47dc69b8a;|=*?*=|
Programming;|=*?*=|c395ef5d-d5fd-4758-8469-47d99b38e243;|=*?*=|8d631d32-421e-4733-980a-48e05dc1a874;|=*?*=|Basis principen van programmeren.;|=*?*=|Een overzicht maken van programmeer principen om naar terug te kunnen kijken.;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|False;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|8501;|=*?*=|10;|=*?*=|10;|=*?*=|3;|=*?*=|5;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|0;|=*?*=|01/11/2021 02:20:32 PM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|0;|=*?*=|;|=*?*=|;|=*?*=|;|=*?*=|28e05422-05fd-427f-ad73-f1ffb9e436ae
Progress application;|=*?*=|82fa1425-30f3-44b4-8344-61d22daf438c;|=*?*=|8283f3c2-424f-4b3c-b094-67c41d4337fa;|=*?*=|Een applicatie waar ik mijn projecten in bij kan houden en waar ik mijn uren in bij kan houden.;|=*?*=|Het registreren van mijn activiteiten en het inzichtelijk maken van mijn voortgang.;|=*?*=|Victor Looren de Jong;|=*?*=|;|=*?*=|;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|False;|=*?*=|7001;|=*?*=|10;|=*?*=|10;|=*?*=|3;|=*?*=|10;|=*?*=|50;|=*?*=|110;|=*?*=|0;|=*?*=|110;|=*?*=|0;|=*?*=|07/10/2021 05:46:07 PM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|1;|=*?*=|;|=*?*=|;|=*?*=|;|=*?*=|aeef8033-dfdf-4318-9f08-bcaa82623c8b
Progress Application Backend MVP;|=*?*=|aeef8033-dfdf-4318-9f08-bcaa82623c8b;|=*?*=|82fa1425-30f3-44b4-8344-61d22daf438c;|=*?*=|Een applicatie om de voortgang bij te houden, uitdagingen, toekomst plannen en bestede uren op te slaan.;|=*?*=| Inzicht krijgen in de voortgang en een plaats hebbn om oplossingen voor de toekomst bij te houden.;|=*?*=|Victor Looren de Jong;|=*?*=|Demo link here;|=*?*=|Github link here;|=*?*=|True;|=*?*=|False;|=*?*=|True;|=*?*=|True;|=*?*=|6001;|=*?*=|10;|=*?*=|10;|=*?*=|4;|=*?*=|10;|=*?*=|50;|=*?*=|110;|=*?*=|0;|=*?*=|110;|=*?*=|0;|=*?*=|05/10/2021 03:37:45 PM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|01/01/0001 12:00:00 AM;|=*?*=|1;|=*?*=|Bij project verschuiven tijd overdracht gaat mis |=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Circular project verwijzingen|=*&*=||=*!*=|1. Maak een lijst met alle boven liggende project ids|=*!*=|2. Maak een lijst met alle onderliggende ids|=*!*=|3. Ga deze met elkaar vergelijken er mag geen dubbele inzitten|=*!*=|directed acyclic graph|=*$*=|Een menu aan de zijkant maken in razor pages|=*&*=||=*!*=|https://startbootstrap.com/template/simple-sidebar|=*!*=|Neem uit het gedownloade bestand het menu over uit de web pagina|=*$*=|Het opslaan op meerdere locaties  via json file|=*&*=||=*!*=|Directory.CreateDirectory(filePath);|=*!*=|File.Create(filePath)|=*$*=|Mainproject niet actief bij toevoegen time unit via Add time unit aan subproject|=*&*=||=*!*=|No solution suggestion yet.|=*$*=|Modellen verliezen eigenschappen voor het opslaan|=*&*=||=*!*=|Zijn alle gegevens mee genomen bij alle saves acties?|=*$*=|Zoek resultaten met gedeeldtelijke woorden|=*&*=||=*!*=|gebruik .Contains in zoek opdracht;|=*?*=|Commentaar opslaan bij een tijd eenheid|=*&*=||=*!*=|No runway suggestion yet.|=*$*=|Maak een index pagina met overzicht van de vooruitgang|=*&*=||=*!*=|No runway suggestion yet.|=*$*=|Maandelijkse rapportage email|=*&*=||=*!*=|No runway suggestion yet.|=*$*=|Meerdere items versturen via asp-route maken zoals het hoort|=*&*=||=*!*=|Dictionary management|=*!*=|Dictionary management page|=*!*=|Zoek naar delimiter in cshtml ;|=*?*=|f8a542fd-01f7-4674-bfc5-6b066b305208|=*!*=|078579ee-98be-4ed1-a7dd-c8aea4a1f9b1|=*!*=|4ebd75ba-9cee-4d08-9ddc-17f85e2a312d|=*!*=|a826e651-db52-4804-9ae0-053b5993db2e|=*!*=|b9f36ab1-80c6-464c-b2c9-c2d22c375d7f|=*!*=|8597afdc-af56-4597-b2f9-56a2862c1ffa|=*!*=|ac669212-f7b6-4eec-bdc8-63fac25093f2|=*!*=|50c695bc-c4cf-41a4-85e7-6f5ab6b75d01|=*!*=|669d7746-9131-4867-a063-9e176c6b5cb5|=*!*=|99cd5cf6-8d39-4333-8d75-8c44965db4c3|=*!*=|013aa911-9725-4892-abe5-e8f9ba328cc7|=*!*=|7063f944-d491-4995-baf5-a8e4bbc9a39c|=*!*=|dca4ab18-39be-461b-8ff6-9a33214203e7|=*!*=|d98ee4fa-d98d-4f49-bce3-1c24695f3030|=*!*=|d87f720e-3dea-4f28-9aa4-a2ae89b36892|=*!*=|c27d6043-3979-4b81-b3bc-8f7957395b08;|=*?*=|
